"Date","Rate"
"04/04/1986",6.3
"04/11/1986",6.08
"04/18/1986",5.87
"04/25/1986",6.06
"05/02/1986",6.15
"05/09/1986",6.08
"05/16/1986",6.15
"05/23/1986",6.25
"05/30/1986",6.32
"06/06/1986",6.48
"06/13/1986",6.38
"06/20/1986",6.19
"06/27/1986",6.08
"07/04/1986",5.93
"07/11/1986",5.88
"07/18/1986",5.81
"07/25/1986",5.84
"08/01/1986",5.85
"08/08/1986",5.77
"08/15/1986",5.59
"08/22/1986",5.5
"08/29/1986",5.31
"09/05/1986",5.26
"09/12/1986",5.36
"09/19/1986",5.37
"09/26/1986",5.38
"10/03/1986",5.35
"10/10/1986",5.1
"10/17/1986",5.28
"10/24/1986",5.37
"10/31/1986",5.27
"11/07/1986",5.35
"11/14/1986",5.49
"11/21/1986",5.41
"11/28/1986",5.42
"12/05/1986",5.44
"12/12/1986",5.49
"12/19/1986",5.59
"12/26/1986",5.6
"01/02/1987",5.64
"01/09/1987",5.49
"01/16/1987",5.41
"01/23/1987",5.33
"01/30/1987",5.47
"02/06/1987",5.61
"02/13/1987",5.75
"02/20/1987",5.55
"02/27/1987",5.43
"03/06/1987",5.55
"03/13/1987",5.64
"03/20/1987",5.55
"03/27/1987",5.61
"04/03/1987",5.75
"04/10/1987",5.76
"04/17/1987",6.01
"04/24/1987",5.93
"05/01/1987",6.05
"05/08/1987",5.91
"05/15/1987",5.95
"05/22/1987",6.21
"05/29/1987",6.17
"06/05/1987",6.1
"06/12/1987",5.89
"06/19/1987",5.93
"06/26/1987",6.05
"07/03/1987",5.88
"07/10/1987",5.56
"07/17/1987",5.56
"07/24/1987",5.82
"07/31/1987",6.1
"08/07/1987",6.1
"08/14/1987",6.05
"08/21/1987",6.18
"08/28/1987",6.25
"09/04/1987",6.36
"09/11/1987",6.53
"09/18/1987",6.65
"09/25/1987",6.79
"10/02/1987",6.86
"10/09/1987",7.08
"10/16/1987",7.52
"10/23/1987",6.33
"10/30/1987",5.93
"11/06/1987",6.1
"11/13/1987",6.26
"11/20/1987",6.27
"11/27/1987",6.17
"12/04/1987",6.15
"12/11/1987",6.44
"12/18/1987",6.43
"12/25/1987",6.44
"01/01/1988",6.26
"01/08/1988",6.36
"01/15/1988",6.29
"01/22/1988",6.25
"01/29/1988",6.11
"02/05/1988",6.05
"02/12/1988",5.91
"02/19/1988",5.99
"02/26/1988",5.81
"03/04/1988",5.86
"03/11/1988",5.88
"03/18/1988",5.79
"03/25/1988",5.98
"04/01/1988",6.04
"04/08/1988",6.2
"04/15/1988",6.14
"04/22/1988",6.22
"04/29/1988",6.28
"05/06/1988",6.43
"05/13/1988",6.47
"05/20/1988",6.53
"05/27/1988",6.76
"06/03/1988",6.79
"06/10/1988",6.67
"06/17/1988",6.61
"06/24/1988",6.78
"07/01/1988",6.75
"07/08/1988",6.78
"07/15/1988",7
"07/22/1988",7.07
"07/29/1988",7.12
"08/05/1988",7.13
"08/12/1988",7.39
"08/19/1988",7.52
"08/26/1988",7.48
"09/02/1988",7.47
"09/09/1988",7.42
"09/16/1988",7.38
"09/23/1988",7.39
"09/30/1988",7.51
"10/07/1988",7.48
"10/14/1988",7.42
"10/21/1988",7.54
"10/28/1988",7.53
"11/04/1988",7.51
"11/11/1988",7.75
"11/18/1988",7.94
"11/25/1988",8.06
"12/02/1988",8.09
"12/09/1988",8.19
"12/16/1988",8.27
"12/23/1988",8.2
"12/30/1988",8.28
"01/06/1989",8.41
"01/13/1989",8.41
"01/20/1989",8.3
"01/27/1989",8.32
"02/03/1989",8.42
"02/10/1989",8.5
"02/17/1989",8.57
"02/24/1989",8.59
"03/03/1989",8.68
"03/10/1989",8.68
"03/17/1989",8.78
"03/24/1989",9.04
"03/31/1989",9.06
"04/07/1989",8.77
"04/14/1989",8.75
"04/21/1989",8.51
"04/28/1989",8.59
"05/05/1989",8.52
"05/12/1989",8.42
"05/19/1989",8.33
"05/26/1989",8.39
"06/02/1989",8.33
"06/09/1989",7.89
"06/16/1989",7.87
"06/23/1989",8.05
"06/30/1989",7.79
"07/07/1989",7.58
"07/14/1989",7.52
"07/21/1989",7.73
"07/28/1989",7.62
"08/04/1989",7.45
"08/11/1989",7.66
"08/18/1989",7.82
"08/25/1989",7.92
"09/01/1989",7.82
"09/08/1989",7.81
"09/15/1989",7.6
"09/22/1989",7.7
"09/29/1989",7.85
"10/06/1989",7.83
"10/13/1989",7.63
"10/20/1989",7.53
"10/27/1989",7.5
"11/03/1989",7.58
"11/10/1989",7.59
"11/17/1989",7.45
"11/24/1989",7.39
"12/01/1989",7.43
"12/08/1989",7.35
"12/15/1989",7.4
"12/22/1989",7.42
"12/29/1989",7.56
"01/05/1990",7.5
"01/12/1990",7.43
"01/19/1990",7.6
"01/26/1990",7.59
"02/02/1990",7.71
"02/09/1990",7.74
"02/16/1990",7.63
"02/23/1990",7.74
"03/02/1990",7.72
"03/09/1990",7.83
"03/16/1990",7.88
"03/23/1990",7.87
"03/30/1990",7.84
"04/06/1990",7.77
"04/13/1990",7.78
"04/20/1990",7.81
"04/27/1990",7.94
"05/04/1990",7.97
"05/11/1990",7.75
"05/18/1990",7.68
"05/25/1990",7.73
"06/01/1990",7.68
"06/08/1990",7.61
"06/15/1990",7.61
"06/22/1990",7.65
"06/29/1990",7.66
"07/06/1990",7.61
"07/13/1990",7.65
"07/20/1990",7.48
"07/27/1990",7.42
"08/03/1990",7.29
"08/10/1990",7.29
"08/17/1990",7.37
"08/24/1990",7.49
"08/31/1990",7.44
"09/07/1990",7.34
"09/14/1990",7.32
"09/21/1990",7.31
"09/28/1990",7.3
"10/05/1990",7.14
"10/12/1990",7.18
"10/19/1990",7.2
"10/26/1990",7.15
"11/02/1990",7.08
"11/09/1990",7.05
"11/16/1990",7.03
"11/23/1990",7.03
"11/30/1990",7
"12/07/1990",6.88
"12/14/1990",6.71
"12/21/1990",6.64
"12/28/1990",6.59
"01/04/1991",6.44
"01/11/1991",6.36
"01/18/1991",6.2
"01/25/1991",6.2
"02/01/1991",6.19
"02/08/1991",5.91
"02/15/1991",5.87
"02/22/1991",5.93
"03/01/1991",6.03
"03/08/1991",6.04
"03/15/1991",5.85
"03/22/1991",5.89
"03/29/1991",5.83
"04/05/1991",5.77
"04/12/1991",5.67
"04/19/1991",5.7
"04/26/1991",5.73
"05/03/1991",5.6
"05/10/1991",5.63
"05/17/1991",5.59
"05/24/1991",5.63
"05/31/1991",5.63
"06/07/1991",5.72
"06/14/1991",5.78
"06/21/1991",5.76
"06/28/1991",5.74
"07/05/1991",5.71
"07/12/1991",5.68
"07/19/1991",5.73
"07/26/1991",5.72
"08/02/1991",5.65
"08/09/1991",5.46
"08/16/1991",5.36
"08/23/1991",5.28
"08/30/1991",5.37
"09/06/1991",5.36
"09/13/1991",5.25
"09/20/1991",5.23
"09/27/1991",5.2
"10/04/1991",5.11
"10/11/1991",5.06
"10/18/1991",5.03
"10/25/1991",5.08
"11/01/1991",4.88
"11/08/1991",4.74
"11/15/1991",4.67
"11/22/1991",4.55
"11/29/1991",4.45
"12/06/1991",4.32
"12/13/1991",4.17
"12/20/1991",4.1
"12/27/1991",3.89
"01/03/1992",3.87
"01/10/1992",3.81
"01/17/1992",3.88
"01/24/1992",3.86
"01/31/1992",3.92
"02/07/1992",3.87
"02/14/1992",3.85
"02/21/1992",3.98
"02/28/1992",4.03
"03/06/1992",4.13
"03/13/1992",4.16
"03/20/1992",4.23
"03/27/1992",4.18
"04/03/1992",4.11
"04/10/1992",3.89
"04/17/1992",3.74
"04/24/1992",3.84
"05/01/1992",3.83
"05/08/1992",3.77
"05/15/1992",3.7
"05/22/1992",3.71
"05/29/1992",3.84
"06/05/1992",3.86
"06/12/1992",3.8
"06/19/1992",3.73
"06/26/1992",3.74
"07/03/1992",3.57
"07/10/1992",3.28
"07/17/1992",3.24
"07/24/1992",3.24
"07/31/1992",3.27
"08/07/1992",3.24
"08/14/1992",3.19
"08/21/1992",3.15
"08/28/1992",3.25
"09/04/1992",3.16
"09/11/1992",2.94
"09/18/1992",2.92
"09/25/1992",2.93
"10/02/1992",2.82
"10/09/1992",2.88
"10/16/1992",3.01
"10/23/1992",3.17
"10/30/1992",3.19
"11/06/1992",3.23
"11/13/1992",3.3
"11/20/1992",3.37
"11/27/1992",3.43
"12/04/1992",3.45
"12/11/1992",3.36
"12/18/1992",3.38
"12/25/1992",3.32
"01/01/1993",3.32
"01/08/1993",3.25
"01/15/1993",3.14
"01/22/1993",3.11
"01/29/1993",3.07
"02/05/1993",3.1
"02/12/1993",3.1
"02/19/1993",3.04
"02/26/1993",3.04
"03/05/1993",3.04
"03/12/1993",3.09
"03/19/1993",3.08
"03/26/1993",3.03
"04/02/1993",3.01
"04/09/1993",3
"04/16/1993",2.97
"04/23/1993",2.93
"04/30/1993",2.98
"05/07/1993",2.97
"05/14/1993",3.01
"05/21/1993",3.09
"05/28/1993",3.2
"06/04/1993",3.21
"06/11/1993",3.26
"06/18/1993",3.16
"06/25/1993",3.19
"07/02/1993",3.11
"07/09/1993",3.11
"07/16/1993",3.13
"07/23/1993",3.2
"07/30/1993",3.21
"08/06/1993",3.21
"08/13/1993",3.14
"08/20/1993",3.11
"08/27/1993",3.1
"09/03/1993",3.09
"09/10/1993",3.06
"09/17/1993",3.07
"09/24/1993",3.06
"10/01/1993",3.04
"10/08/1993",3.08
"10/15/1993",3.1
"10/22/1993",3.14
"10/29/1993",3.18
"11/05/1993",3.25
"11/12/1993",3.25
"11/19/1993",3.25
"11/26/1993",3.27
"12/03/1993",3.27
"12/10/1993",3.25
"12/17/1993",3.24
"12/24/1993",3.22
"12/31/1993",3.21
"01/07/1994",3.23
"01/14/1994",3.14
"01/21/1994",3.12
"01/28/1994",3.13
"02/04/1994",3.24
"02/11/1994",3.4
"02/18/1994",3.43
"02/25/1994",3.58
"03/04/1994",3.68
"03/11/1994",3.77
"03/18/1994",3.81
"03/25/1994",3.81
"04/01/1994",3.81
"04/08/1994",3.97
"04/15/1994",3.98
"04/22/1994",4.18
"04/29/1994",4.26
"05/06/1994",4.47
"05/13/1994",4.74
"05/20/1994",4.56
"05/27/1994",4.61
"06/03/1994",4.61
"06/10/1994",4.51
"06/17/1994",4.5
"06/24/1994",4.57
"07/01/1994",4.61
"07/08/1994",4.74
"07/15/1994",4.79
"07/22/1994",4.7
"07/29/1994",4.8
"08/05/1994",4.75
"08/12/1994",4.91
"08/19/1994",4.94
"08/26/1994",4.9
"09/02/1994",4.86
"09/09/1994",4.88
"09/16/1994",4.98
"09/23/1994",5.14
"09/30/1994",5.21
"10/07/1994",5.36
"10/14/1994",5.3
"10/21/1994",5.38
"10/28/1994",5.48
"11/04/1994",5.53
"11/11/1994",5.64
"11/18/1994",5.77
"11/25/1994",5.78
"12/02/1994",5.97
"12/09/1994",6.2
"12/16/1994",6.27
"12/23/1994",6.2
"12/30/1994",6.23
"01/06/1995",6.3
"01/13/1995",6.24
"01/20/1995",6.19
"01/27/1995",6.18
"02/03/1995",6.14
"02/10/1995",6.09
"02/17/1995",6.04
"02/24/1995",5.94
"03/03/1995",5.91
"03/10/1995",5.96
"03/17/1995",5.9
"03/24/1995",5.87
"03/31/1995",5.81
"04/07/1995",5.84
"04/14/1995",5.78
"04/21/1995",5.71
"04/28/1995",5.76
"05/05/1995",5.71
"05/12/1995",5.66
"05/19/1995",5.67
"05/26/1995",5.66
"06/02/1995",5.49
"06/09/1995",5.48
"06/16/1995",5.45
"06/23/1995",5.4
"06/30/1995",5.37
"07/07/1995",5.34
"07/14/1995",5.32
"07/21/1995",5.42
"07/28/1995",5.4
"08/04/1995",5.4
"08/11/1995",5.41
"08/18/1995",5.46
"08/25/1995",5.41
"09/01/1995",5.32
"09/08/1995",5.32
"09/15/1995",5.29
"09/22/1995",5.25
"09/29/1995",5.35
"10/06/1995",5.35
"10/13/1995",5.33
"10/20/1995",5.32
"10/27/1995",5.31
"11/03/1995",5.27
"11/10/1995",5.29
"11/17/1995",5.29
"11/24/1995",5.27
"12/01/1995",5.25
"12/08/1995",5.2
"12/15/1995",5.19
"12/22/1995",5.09
"12/29/1995",4.98
"01/05/1996",5
"01/12/1996",4.98
"01/19/1996",4.85
"01/26/1996",4.9
"02/02/1996",4.81
"02/09/1996",4.75
"02/16/1996",4.7
"02/23/1996",4.82
"03/01/1996",4.82
"03/08/1996",4.87
"03/15/1996",4.99
"03/22/1996",5.03
"03/29/1996",5
"04/05/1996",5.06
"04/12/1996",5.11
"04/19/1996",5.03
"04/26/1996",5.04
"05/03/1996",5.1
"05/10/1996",5.12
"05/17/1996",5.11
"05/24/1996",5.12
"05/31/1996",5.14
"06/07/1996",5.22
"06/14/1996",5.3
"06/21/1996",5.25
"06/28/1996",5.22
"07/05/1996",5.26
"07/12/1996",5.34
"07/19/1996",5.28
"07/26/1996",5.3
"08/02/1996",5.24
"08/09/1996",5.11
"08/16/1996",5.11
"08/23/1996",5.1
"08/30/1996",5.18
"09/06/1996",5.35
"09/13/1996",5.28
"09/20/1996",5.25
"09/27/1996",5.13
"10/04/1996",5.08
"10/11/1996",5.1
"10/18/1996",5.11
"10/25/1996",5.13
"11/01/1996",5.1
"11/08/1996",5.08
"11/15/1996",5.07
"11/22/1996",5.06
"11/29/1996",5.06
"12/06/1996",5.02
"12/13/1996",5
"12/20/1996",5.06
"12/27/1996",5.08
"01/03/1997",5.12
"01/10/1997",5.1
"01/17/1997",5.08
"01/24/1997",5.12
"01/31/1997",5.1
"02/07/1997",5.07
"02/14/1997",5.04
"02/21/1997",5.02
"02/28/1997",5.1
"03/07/1997",5.19
"03/14/1997",5.2
"03/21/1997",5.29
"03/28/1997",5.36
"04/04/1997",5.32
"04/11/1997",5.37
"04/18/1997",5.4
"04/25/1997",5.4
"05/02/1997",5.34
"05/09/1997",5.32
"05/16/1997",5.31
"05/23/1997",5.29
"05/30/1997",5.25
"06/06/1997",5.2
"06/13/1997",5.17
"06/20/1997",5.1
"06/27/1997",5.08
"07/04/1997",5.09
"07/11/1997",5.09
"07/18/1997",5.12
"07/25/1997",5.15
"08/01/1997",5.14
"08/08/1997",5.21
"08/15/1997",5.21
"08/22/1997",5.15
"08/29/1997",5.18
"09/05/1997",5.17
"09/12/1997",5.14
"09/19/1997",5.09
"09/26/1997",4.99
"10/03/1997",5.04
"10/10/1997",5.05
"10/17/1997",5.12
"10/24/1997",5.15
"10/31/1997",5.07
"11/07/1997",5.13
"11/14/1997",5.16
"11/21/1997",5.17
"11/28/1997",5.22
"12/05/1997",5.22
"12/12/1997",5.23
"12/19/1997",5.21
"12/26/1997",5.28
"01/02/1998",5.24
"01/09/1998",5.04
"01/16/1998",4.97
"01/23/1998",5.02
"01/30/1998",5.06
"02/06/1998",5.04
"02/13/1998",5.04
"02/20/1998",5.08
"02/27/1998",5.11
"03/06/1998",5.08
"03/13/1998",5.02
"03/20/1998",5.05
"03/27/1998",5.02
"04/03/1998",5.03
"04/10/1998",5.01
"04/17/1998",5.09
"04/24/1998",5.06
"05/01/1998",5.09
"05/08/1998",5.11
"05/15/1998",5.16
"05/22/1998",5.18
"05/29/1998",5.15
"06/05/1998",5.11
"06/12/1998",5.14
"06/19/1998",5.12
"06/26/1998",5.11
"07/03/1998",5.03
"07/10/1998",5.02
"07/17/1998",5.04
"07/24/1998",5.04
"07/31/1998",5.01
"08/07/1998",5
"08/14/1998",4.94
"08/21/1998",4.97
"08/28/1998",4.91
"09/04/1998",4.79
"09/11/1998",4.71
"09/18/1998",4.69
"09/25/1998",4.52
"10/02/1998",4.33
"10/09/1998",4.1
"10/16/1998",3.99
"10/23/1998",3.94
"10/30/1998",4.11
"11/06/1998",4.43
"11/13/1998",4.43
"11/20/1998",4.38
"11/27/1998",4.45
"12/04/1998",4.36
"12/11/1998",4.38
"12/18/1998",4.38
"12/25/1998",4.48
"01/01/1999",4.45
"01/08/1999",4.38
"01/15/1999",4.33
"01/22/1999",4.3
"01/29/1999",4.3
"02/05/1999",4.4
"02/12/1999",4.41
"02/19/1999",4.45
"02/26/1999",4.51
"03/05/1999",4.56
"03/12/1999",4.51
"03/19/1999",4.48
"03/26/1999",4.38
"04/02/1999",4.34
"04/09/1999",4.35
"04/16/1999",4.34
"04/23/1999",4.38
"04/30/1999",4.43
"05/07/1999",4.5
"05/14/1999",4.52
"05/21/1999",4.6
"05/28/1999",4.62
"06/04/1999",4.75
"06/11/1999",4.81
"06/18/1999",4.82
"06/25/1999",4.85
"07/02/1999",4.85
"07/09/1999",4.61
"07/16/1999",4.52
"07/23/1999",4.49
"07/30/1999",4.61
"08/06/1999",4.78
"08/13/1999",4.9
"08/20/1999",4.88
"08/27/1999",4.89
"09/03/1999",4.97
"09/10/1999",4.93
"09/17/1999",4.89
"09/24/1999",4.85
"10/01/1999",4.79
"10/08/1999",4.88
"10/15/1999",4.94
"10/22/1999",5.03
"10/29/1999",5.1
"11/05/1999",5.1
"11/12/1999",5.16
"11/19/1999",5.22
"11/26/1999",5.27
"12/03/1999",5.33
"12/10/1999",5.33
"12/17/1999",5.48
"12/24/1999",5.56
"12/31/1999",5.47
"01/07/2000",5.48
"01/14/2000",5.43
"01/21/2000",5.53
"01/28/2000",5.55
"02/04/2000",5.66
"02/11/2000",5.72
"02/18/2000",5.74
"02/25/2000",5.74
"03/03/2000",5.76
"03/10/2000",5.82
"03/17/2000",5.86
"03/24/2000",5.88
"03/31/2000",5.9
"04/07/2000",5.85
"04/14/2000",5.82
"04/21/2000",5.76
"04/28/2000",5.79
"05/05/2000",5.96
"05/12/2000",6.15
"05/19/2000",6.17
"05/26/2000",6.11
"06/02/2000",6.04
"06/09/2000",6.01
"06/16/2000",5.96
"06/23/2000",5.93
"06/30/2000",5.95
"07/07/2000",5.94
"07/14/2000",5.99
"07/21/2000",6.03
"07/28/2000",6.02
"08/04/2000",6.07
"08/11/2000",6.05
"08/18/2000",6.07
"08/25/2000",6.08
"09/01/2000",6.1
"09/08/2000",6.02
"09/15/2000",5.94
"09/22/2000",5.96
"09/29/2000",6
"10/06/2000",6.04
"10/13/2000",6
"10/20/2000",6.01
"10/27/2000",6.08
"11/03/2000",6.09
"11/10/2000",6.1
"11/17/2000",6.07
"11/24/2000",6.06
"12/01/2000",5.98
"12/08/2000",5.81
"12/15/2000",5.78
"12/22/2000",5.53
"12/29/2000",5.5
"01/05/2001",5.1
"01/12/2001",4.94
"01/19/2001",4.99
"01/26/2001",4.92
"02/02/2001",4.72
"02/09/2001",4.76
"02/16/2001",4.8
"02/23/2001",4.69
"03/02/2001",4.51
"03/09/2001",4.48
"03/16/2001",4.33
"03/23/2001",4.17
"03/30/2001",4.04
"04/06/2001",3.93
"04/13/2001",3.91
"04/20/2001",3.89
"04/27/2001",3.71
"05/04/2001",3.77
"05/11/2001",3.6
"05/18/2001",3.59
"05/25/2001",3.61
"06/01/2001",3.52
"06/08/2001",3.5
"06/15/2001",3.48
"06/22/2001",3.36
"06/29/2001",3.44
"07/06/2001",3.5
"07/13/2001",3.47
"07/20/2001",3.45
"07/27/2001",3.41
"08/03/2001",3.37
"08/10/2001",3.32
"08/17/2001",3.27
"08/24/2001",3.27
"08/31/2001",3.23
"09/07/2001",3.24
"09/14/2001",2.8
"09/21/2001",2.38
"09/28/2001",2.29
"10/05/2001",2.2
"10/12/2001",2.17
"10/19/2001",2.15
"10/26/2001",2.08
"11/02/2001",1.93
"11/09/2001",1.79
"11/16/2001",1.91
"11/23/2001",1.97
"11/30/2001",1.87
"12/07/2001",1.8
"12/14/2001",1.73
"12/21/2001",1.77
"12/28/2001",1.8
"01/04/2002",1.79
"01/11/2002",1.7
"01/18/2002",1.64
"01/25/2002",1.76
"02/01/2002",1.83
"02/08/2002",1.8
"02/15/2002",1.82
"02/22/2002",1.83
"03/01/2002",1.85
"03/08/2002",1.91
"03/15/2002",2.01
"03/22/2002",2.07
"03/29/2002",2.07
"04/05/2002",2.04
"04/12/2002",1.94
"04/19/2002",1.89
"04/26/2002",1.86
"05/03/2002",1.86
"05/10/2002",1.84
"05/17/2002",1.88
"05/24/2002",1.87
"05/31/2002",1.87
"06/07/2002",1.86
"06/14/2002",1.81
"06/21/2002",1.77
"06/28/2002",1.74
"07/05/2002",1.72
"07/12/2002",1.71
"07/19/2002",1.7
"07/26/2002",1.66
"08/02/2002",1.65
"08/09/2002",1.55
"08/16/2002",1.59
"08/23/2002",1.62
"08/30/2002",1.64
"09/06/2002",1.58
"09/13/2002",1.64
"09/20/2002",1.63
"09/27/2002",1.58
"10/04/2002",1.5
"10/11/2002",1.53
"10/18/2002",1.64
"10/25/2002",1.64
"11/01/2002",1.43
"11/08/2002",1.3
"11/15/2002",1.24
"11/22/2002",1.25
"11/29/2002",1.27
"12/06/2002",1.27
"12/13/2002",1.25
"12/20/2002",1.24
"12/27/2002",1.23
"01/03/2003",1.22
"01/10/2003",1.23
"01/17/2003",1.21
"01/24/2003",1.18
"01/31/2003",1.17
"02/07/2003",1.17
"02/14/2003",1.17
"02/21/2003",1.18
"02/28/2003",1.18
"03/07/2003",1.15
"03/14/2003",1.07
"03/21/2003",1.15
"03/28/2003",1.15
"04/04/2003",1.09
"04/11/2003",1.13
"04/18/2003",1.18
"04/25/2003",1.17
"05/02/2003",1.13
"05/09/2003",1.11
"05/16/2003",1.08
"05/23/2003",1.05
"05/30/2003",1.07
"06/06/2003",1.03
"06/13/2003",0.91
"06/20/2003",0.85
"06/27/2003",0.89
"07/04/2003",0.94
"07/11/2003",0.94
"07/18/2003",0.94
"07/25/2003",0.96
"08/01/2003",1
"08/08/2003",1.02
"08/15/2003",1.03
"08/22/2003",1.03
"08/29/2003",1.04
"09/05/2003",1.03
"09/12/2003",1.01
"09/19/2003",1
"09/26/2003",1.01
"10/03/2003",0.99
"10/10/2003",0.98
"10/17/2003",1
"10/24/2003",1.01
"10/31/2003",1.02
"11/07/2003",1.03
"11/14/2003",1.03
"11/21/2003",1.01
"11/28/2003",1.02
"12/05/2003",1.02
"12/12/2003",1
"12/19/2003",0.96
"12/26/2003",0.98
"01/02/2004",1
"01/09/2004",1
"01/16/2004",0.95
"01/23/2004",0.95
"01/30/2004",0.98
"02/06/2004",1
"02/13/2004",0.98
"02/20/2004",0.98
"02/27/2004",1
"03/05/2004",1
"03/12/2004",0.98
"03/19/2004",0.99
"03/26/2004",0.98
"04/02/2004",1
"04/09/2004",1.03
"04/16/2004",1.07
"04/23/2004",1.13
"04/30/2004",1.15
"05/07/2004",1.2
"05/14/2004",1.32
"05/21/2004",1.34
"05/28/2004",1.37
"06/04/2004",1.43
"06/11/2004",1.56
"06/18/2004",1.66
"06/25/2004",1.65
"07/02/2004",1.65
"07/09/2004",1.61
"07/16/2004",1.64
"07/23/2004",1.66
"07/30/2004",1.74
"08/06/2004",1.71
"08/13/2004",1.69
"08/20/2004",1.71
"08/27/2004",1.76
"09/03/2004",1.78
"09/10/2004",1.85
"09/17/2004",1.84
"09/24/2004",1.9
"10/01/2004",1.95
"10/08/2004",1.98
"10/15/2004",1.95
"10/22/2004",2
"10/29/2004",2.07
"11/05/2004",2.15
"11/12/2004",2.25
"11/19/2004",2.29
"11/26/2004",2.35
"12/03/2004",2.36
"12/10/2004",2.37
"12/17/2004",2.42
"12/24/2004",2.48
"12/31/2004",2.54
"01/07/2005",2.56
"01/14/2005",2.59
"01/21/2005",2.61
"01/28/2005",2.64
"02/04/2005",2.7
"02/11/2005",2.72
"02/18/2005",2.78
"02/25/2005",2.86
"03/04/2005",2.92
"03/11/2005",2.95
"03/18/2005",3.01
"03/25/2005",3.06
"04/01/2005",3.06
"04/08/2005",3.04
"04/15/2005",3.06
"04/22/2005",3.04
"04/29/2005",3.08
"05/06/2005",3.09
"05/13/2005",3.09
"05/20/2005",3.07
"05/27/2005",3.07
"06/03/2005",3.05
"06/10/2005",3.05
"06/17/2005",3.13
"06/24/2005",3.17
"07/01/2005",3.25
"07/08/2005",3.3
"07/15/2005",3.36
"07/22/2005",3.46
"07/29/2005",3.55
"08/05/2005",3.61
"08/12/2005",3.67
"08/19/2005",3.68
"08/26/2005",3.69
"09/02/2005",3.61
"09/09/2005",3.6
"09/16/2005",3.66
"09/23/2005",3.72
"09/30/2005",3.76
"10/07/2005",3.88
"10/14/2005",3.96
"10/21/2005",4.02
"10/28/2005",4.07
"11/04/2005",4.12
"11/11/2005",4.16
"11/18/2005",4.17
"11/25/2005",4.13
"12/02/2005",4.16
"12/09/2005",4.16
"12/16/2005",4.17
"12/23/2005",4.2
"12/30/2005",4.2
"01/06/2006",4.23
"01/13/2006",4.27
"01/20/2006",4.31
"01/27/2006",4.37
"02/03/2006",4.45
"02/10/2006",4.51
"02/17/2006",4.53
"02/24/2006",4.55
"03/03/2006",4.58
"03/10/2006",4.6
"03/17/2006",4.62
"03/24/2006",4.62
"03/31/2006",4.64
"04/07/2006",4.67
"04/14/2006",4.73
"04/21/2006",4.73
"04/28/2006",4.76
"05/05/2006",4.8
"05/12/2006",4.83
"05/19/2006",4.81
"05/26/2006",4.82
"06/02/2006",4.86
"06/09/2006",4.87
"06/16/2006",4.96
"06/23/2006",5.05
"06/30/2006",5.08
"07/07/2006",5.1
"07/14/2006",5.08
"07/21/2006",5.07
"07/28/2006",5.02
"08/04/2006",4.98
"08/11/2006",4.97
"08/18/2006",4.99
"08/25/2006",4.97
"09/01/2006",4.94
"09/08/2006",4.92
"09/15/2006",4.92
"09/22/2006",4.88
"09/29/2006",4.82
"10/06/2006",4.83
"10/13/2006",4.92
"10/20/2006",4.95
"10/27/2006",4.98
"11/03/2006",4.94
"11/10/2006",4.96
"11/17/2006",4.96
"11/24/2006",4.95
"12/01/2006",4.91
"12/08/2006",4.86
"12/15/2006",4.88
"12/22/2006",4.89
"12/29/2006",4.91
"01/05/2007",4.9
"01/12/2007",4.94
"01/19/2007",4.96
"01/26/2007",4.98
"02/02/2007",4.97
"02/09/2007",4.96
"02/16/2007",4.96
"02/23/2007",4.97
"03/02/2007",4.91
"03/09/2007",4.89
"03/16/2007",4.91
"03/23/2007",4.9
"03/30/2007",4.87
"04/06/2007",4.88
"04/13/2007",4.89
"04/20/2007",4.85
"04/27/2007",4.83
"05/04/2007",4.82
"05/11/2007",4.78
"05/18/2007",4.72
"05/25/2007",4.8
"06/01/2007",4.78
"06/08/2007",4.77
"06/15/2007",4.74
"06/22/2007",4.74
"06/29/2007",4.77
"07/06/2007",4.82
"07/13/2007",4.84
"07/20/2007",4.86
"07/27/2007",4.82
"08/03/2007",4.76
"08/10/2007",4.72
"08/17/2007",4.35
"08/24/2007",4.02
"08/31/2007",4.22
"09/07/2007",4.22
"09/14/2007",4.08
"09/21/2007",3.99
"09/28/2007",3.93
"10/05/2007",4.01
"10/12/2007",4.12
"10/19/2007",4.06
"10/26/2007",3.92
"11/02/2007",3.86
"11/09/2007",3.65
"11/16/2007",3.52
"11/23/2007",3.3
"11/30/2007",3.24
"12/07/2007",3.16
"12/14/2007",3.13
"12/21/2007",3.24
"12/28/2007",3.39
"01/04/2008",3.22
"01/11/2008",3.11
"01/18/2008",2.91
"01/25/2008",2.32
"02/01/2008",2.18
"02/08/2008",2.08
"02/15/2008",2.05
"02/22/2008",2.08
"02/29/2008",1.95
"03/07/2008",1.66
"03/14/2008",1.46
"03/21/2008",1.24
"03/28/2008",1.5
"04/04/2008",1.51
"04/11/2008",1.49
"04/18/2008",1.48
"04/25/2008",1.63
"05/02/2008",1.67
"05/09/2008",1.71
"05/16/2008",1.85
"05/23/2008",1.87
"05/30/2008",1.92
"06/06/2008",1.95
"06/13/2008",2.17
"06/20/2008",2.25
"06/27/2008",2.16
"07/04/2008",2.07
"07/11/2008",2
"7/18/2008",1.87
"7/25/2008",1.88
"8/1/2008",1.86
"8/8/2008",1.9
"8/15/2008",1.97
"8/22/2008",1.92
